0, 13858.6370112667
0, 104.132514358889
0, 111.784433480000
0, 119.887312221111
0, 110.169894133333
0, 111.030266880000
0, 110.819822120000
0, 110.832762362222
0, 110.454652853333
0, 109.994858077778
0, 110.228328740000
0, 121.916984496667
0, 110.121230773333
0, 131.100917017778
0, 109.927025560000
0, 109.313845020000
0, 109.464900453333
1, 111.470814000000
1, 109.682330675556
1, 109.665205552222
1, 110.421266106667
1, 109.115513868889
1, 111.952293657778
1, 108.778386990000
1, 121.784959817778
1, 112.051443521111
1, 108.767118546667
1, 109.108678388889
1, 109.568250880000
1, 120.931804363333
1, 108.665116944444
1, 109.073037425556
1, 108.941621520000
1, 108.979199856667
2, 108.408975095556
2, 108.674602786667
2, 108.198598640000
2, 108.767022305556
2, 108.349828713333
2, 107.881150245556
2, 107.458147186667
2, 108.593451050000
2, 108.315108860000
2, 114.628629950000
2, 108.096528266667
2, 107.635717144444
2, 110.886612193333
2, 107.575543020000
2, 107.966428266667
2, 108.067623291111
3, 108.034584980000
3, 115.865701552222
3, 107.109086008889
3, 120.444291750000
3, 107.780285440000
3, 120.429520501111
3, 108.419795920000
3, 107.859424781111
3, 106.626936777778
3, 108.042285570000
3, 107.116967111111
3, 107.050713133333
3, 106.388855766667
3, 117.033753194444
3, 107.283981671111
3, 121.875271006667
3, 106.435353640000
4, 106.875477876667
4, 106.896977760000
4, 117.644660210000
4, 107.844126264444
4, 106.841040950000
4, 105.920025964444
4, 105.825531381111
4, 106.545697646667
4, 108.651541958889
4, 106.196234791111
4, 107.671239520000
4, 105.712144662222
4, 106.579597992222
4, 106.104369506667
4, 105.774599615556
4, 106.706315957778
5, 105.457379346667
5, 106.545870337778
5, 110.242976555556
5, 119.900797020000
5, 106.192198475556
5, 105.850220484444
5, 106.884464276667
5, 105.975191171111
5, 105.775165210000
5, 105.618594026667
5, 105.503447697778
5, 105.467472695556
5, 105.328852110000
5, 104.907963222222
5, 105.029448121111
5, 106.551615166667
5, 105.732329521111
6, 112.714678915556
6, 105.074209160000
6, 105.232392197778
6, 104.966287783333
6, 105.018069520000
6, 105.331748911111
6, 104.865720500000
6, 104.378344346667
6, 121.943591360000
6, 119.441515836667
6, 105.333212133333
6, 105.703090966667
6, 104.424099177778
6, 104.762738190000
6, 120.338319471111
6, 105.037552970000
7, 104.816988080000
7, 104.643045592222
7, 113.634142782222
7, 104.011225246667
7, 104.022152040000
7, 115.857859118889
7, 104.147916120000
7, 104.374404843333
7, 104.432405831111
7, 103.910002373333
7, 104.085336928889
7, 115.200618483333
7, 104.174358626667
7, 103.400857840000
7, 103.363715577778
7, 104.401206690000
7, 103.260841786667
8, 103.809642917778
8, 105.902543686667
8, 103.291883151111
8, 114.822408502222
8, 102.981942780000
8, 110.599592644444
8, 114.114469528889
8, 105.101296800000
8, 102.755849424444
8, 103.393721457778
8, 103.212334290000
8, 102.460805528889
8, 107.527850926667
8, 104.507207933333
8, 114.224243830000
8, 102.915855795556
9, 102.860693630000
9, 103.335401422222
9, 102.940848448889
9, 103.660029253333
9, 102.671476265556
9, 115.663903755556
9, 102.413048370000
9, 102.381913920000
9, 101.984670431111
9, 107.891680120000
9, 111.845192878889
9, 102.218584408889
9, 102.388691060000
9, 101.765145497778
9, 101.926674905556
9, 102.067252480000
9, 102.061084343333
10, 115.595515657778
10, 101.674175400000
10, 102.105277364444
10, 101.825517531111
10, 101.356074180000
10, 101.600510048889
10, 111.943379093333
10, 100.893984420000
10, 101.789979588889
10, 112.936169577778
10, 101.395718680000
10, 100.825824773333
10, 101.463874184444
10, 101.720885273333
10, 100.868623173333
10, 100.674109308889
11, 101.132740020000
11, 101.371173238889
11, 101.344647662222
11, 101.254772420000
11, 102.093518004444
11, 100.628402511111
11, 100.222498133333
11, 100.291968266667
11, 100.688391002222
11, 100.741247873333
11, 100.985741075556
11, 100.336617981111
11, 107.037610080000
11, 102.052768090000
11, 105.167901484444
11, 100.661086923333
11, 100.194867437778
12, 100.425402047778
12, 110.913176880000
12, 104.947019002222
12, 100.199301766667
12, 100.288914250000
12, 100.441179946667
12, 100.738670115556
12, 100.056957633333
12, 99.9415746388889
12, 99.9222066844444
12, 102.076087633333
12, 106.402894528889
12, 101.300760933333
12, 99.4609035200000
12, 100.335359456667
12, 99.6683001000000
13, 99.4350461300000
13, 99.9185588800000
13, 100.111660413333
13, 116.390998033333
13, 99.7568753711111
13, 99.4942892444444
13, 99.8731601400000
13, 100.142497795556
13, 99.3238584800000
13, 99.6453047200000
13, 98.9033852144444
13, 112.143418784444
13, 98.8525660533333
13, 105.289610933333
13, 106.035576751111
13, 99.0712706200000
13, 98.5487282888889
14, 98.1828339333333
14, 98.5931172100000
14, 98.5308298577778
14, 110.448416576667
14, 98.7407389333333
14, 99.0764521211111
14, 98.7076130577778
14, 103.911369330000
14, 98.6301145155555
14, 107.545460964444
14, 110.343783406667
14, 98.5397263477778
14, 98.4521261422222
14, 98.4465251366667
14, 97.4492604022222
14, 97.7821368477778
15, 98.2016924400000
15, 107.164417032222
15, 97.6378548444444
15, 97.9245527400000
15, 97.8133988977778
15, 97.6724178488889
15, 97.3711611133333
15, 97.7552755611111
15, 97.7779715733333
15, 101.881466920000
15, 97.8614452822222
15, 96.9716584000000
15, 96.7963363466667
15, 96.6165353311111
15, 97.2337996177778
15, 97.2179023166667
15, 96.8890530711111
16, 107.358002803333
16, 100.936692260000
16, 96.6161698088889
16, 97.7742419911111
16, 107.057212950000
16, 96.4779455288889
16, 96.4904209400000
16, 96.3205387200000
16, 100.566297274444
16, 96.9216618133333
